cre_jgi5_5	MapManId	MapManDescription
Cre13.g603776		
Cre13.g603100		
Cre13.g589600		
Cre13.g582350	GMM:29.5.11.2	protein.degradation.ubiquitin.E1
Cre13.g569801		
Cre13.g586250	GMM:18.4.9	Co-factor and vitamine metabolism.pantothenate.dephospho-CoA kinase (DPCK)
Cre13.g586000	GMM:11.1.8	lipid metabolism.FA synthesis and FA elongation.acyl CoA ligase
Cre13.g590900	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
Cre13.g576466		
Cre13.g580700	GMM:29.5	protein.degradation
Cre13.g563300	GMM:30.6;GMM:29.4.1;GMM:29.4	signalling.MAP kinases;protein.postranslational modification.kinase;protein.postranslational modification
Cre13.g576800		
Cre13.g589250		
Cre13.g586800		
Cre13.g562550	GMM:1.1.5.3	PS.lightreaction.other electron carrier (ox/red).ferredoxin reductase
Cre13.g571800		
Cre13.g588150	GMM:21.2.1.2	redox.ascorbate and glutathione.ascorbate.GDP-L-galactose phosphorylase
Cre13.g573300	GMM:23.2	nucleotide metabolism.degradation
Cre13.g575250		
Cre13.g579300		
Cre13.g583100		
Cre13.g577950	GMM:27.3.71	RNA.regulation of transcription.SNF7
Cre13.g576100	GMM:29.4	protein.postranslational modification
Cre13.g565301		
Cre13.g603800		
Cre13.g580350		
Cre13.g584551		
Cre13.g567075		
Cre13.g584850		
Cre13.g588959		
Cre13.g580976		
Cre13.g587250		
Cre13.g570700	GMM:20.1;GMM:2.1	stress.biotic;major CHO metabolism.synthesis
Cre13.g577850	GMM:29.6.3.1;GMM:1.1.1.3	protein.folding.immunophilins (IMM).FKBPs;PS.lightreaction.photosystem II.biogenesis
Cre13.g576760		
Cre13.g580100		
Cre13.g568700	GMM:27.1	RNA.processing
Cre13.g578201		
Cre13.g590850		
Cre13.g564950	GMM:29.2.4;GMM:29.2.2	protein.synthesis.elongation;protein.synthesis.ribosome biogenesis
Cre13.g574750		
Cre13.g569651		
Cre13.g606750	GMM:28.1	DNA.synthesis/chromatin structure
Cre13.g576150		
Cre13.g590450		
Cre13.g578950		
Cre13.g563800	GMM:31.1.1.3.11;GMM:31.1	cell.organisation.cytoskeleton.Myosin.Class XI;cell.organisation
Cre13.g571200	GMM:30.11;GMM:29.4;GMM:27.3.34;GMM:17.5.2;GMM:17.4.2	signalling.light;protein.postranslational modification;RNA.regulation of transcription.orphan family;hormone metabolism.ethylene.signal transduction;hormone metabolism.cytokinin.signal transduction
Cre13.g581600	GMM:9.9	mitochondrial electron transport / ATP synthesis.F1-ATPase
Cre13.g575750		
Cre13.g569000	GMM:26.17	misc.dynamin
Cre13.g574500	GMM:15.2	"metal handling.binding, chelation and storage"
Cre13.g586850		
Cre13.g604300		
Cre13.g568467		
Cre13.g588386		
Cre13.g579850	GMM:21.1	redox.thioredoxin
Cre13.g577700	GMM:27.3.99	RNA.regulation of transcription.unclassified
Cre13.g570100	GMM:28.1.3.2.1;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H2A;DNA.synthesis/chromatin structure.histone
Cre13.g565484		
Cre13.g577150		
Cre13.g579326		
Cre13.g589650		
Cre13.g570851		
Cre13.g604250		
Cre13.g588453		
Cre13.g582476		
Cre13.g604450		
Cre13.g571950	GMM:16.2.1.6	secondary metabolism.phenylpropanoids.lignin biosynthesis.CCoAOMT
Cre13.g603000	GMM:30.1.1	signalling.in sugar and nutrient physiology.misc
Cre13.g605386		
Cre13.g573600		
Cre13.g607300	GMM:30.6;GMM:3.6;GMM:29.4.1;GMM:29.4	signalling.MAP kinases;minor CHO metabolism.callose;protein.postranslational modification.kinase;protein.postranslational modification
Cre13.g606250	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre13.g563326		
Cre13.g568300		
Cre13.g585400	GMM:30.1;GMM:3.1	signalling.in sugar and nutrient physiology;minor CHO metabolism.raffinose family
Cre13.g569326		
Cre13.g590200		
Cre13.g604950		
Cre13.g566750		
Cre13.g575450		
Cre13.g581300		
Cre13.g566350	GMM:29.4	protein.postranslational modification
Cre13.g583500		
Cre13.g607650	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre13.g570200		
Cre13.g578501	GMM:33.99	development.unspecified
Cre13.g565675		
Cre13.g577100	GMM:11.1.12	lipid metabolism.FA synthesis and FA elongation.ACP protein
Cre13.g584619		
Cre13.g572100		
Cre13.g603050		
Cre13.g563100		
Cre13.g587450	GMM:25.4	C1-metabolism.5-formyltetrahydrofolate cyclo-ligase
Cre13.g588800		
Cre13.g591050	GMM:29.4	protein.postranslational modification
Cre13.g605550		
Cre13.g574900	GMM:3.6	minor CHO metabolism.callose
Cre13.g563050		
Cre13.g602600		
Cre13.g566500		
Cre13.g592050	GMM:23.2	nucleotide metabolism.degradation
Cre13.g565290		
Cre13.g586300	GMM:31.3.1;GMM:29.6.3.1;GMM:29.6	cell.cycle.peptidylprolyl isomerase;protein.folding.immunophilins (IMM).FKBPs;protein.folding
Cre13.g588310		
Cre13.g584200	GMM:34.99;GMM:21.4	transport.misc;redox.glutaredoxins
Cre13.g575950	GMM:33.99;GMM:28.1.1	development.unspecified;DNA.synthesis/chromatin structure.retrotransposon/transposase
Cre13.g595114		
Cre13.g570751		
Cre13.g569100	GMM:26.17	misc.dynamin
Cre13.g603850		
Cre13.g580050	GMM:29.5.9;GMM:29.5.11.20;GMM:27.3.99	protein.degradation.AAA type;protein.degradation.ubiquitin.proteasom;RNA.regulation of transcription.unclassified
Cre13.g576600	GMM:30.6;GMM:29.4	signalling.MAP kinases;protein.postranslational modification
Cre13.g568750		
Cre13.g581550		
Cre13.g564766		
Cre13.g568100	GMM:29.5.5	protein.degradation.serine protease
Cre13.g562850	GMM:29.3;GMM:1.1.1	protein.targeting;PS.lightreaction.photosystem II
Cre13.g562650		
Cre13.g584400	GMM:31.6.1.10	cell.motility.eukaryotes.flagellar associated proteins
Cre13.g607100	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre13.g590010		
Cre13.g588950		
Cre13.g603600	GMM:29.4	protein.postranslational modification
Cre13.g606600	GMM:29.4;GMM:29.2.2	protein.postranslational modification;protein.synthesis.ribosome biogenesis
Cre13.g577800	GMM:30.5;GMM:3.5;GMM:29.2.2.1	signalling.G-proteins;minor CHO metabolism.others;protein.synthesis.ribosome biogenesis.export from nucleus
Cre13.g578550		
Cre13.g584901		
Cre13.g580750	GMM:29.5.11.4.2;GMM:17.1.2	protein.degradation.ubiquitin.E3.RING;hormone metabolism.abscisic acid.signal transduction
Cre13.g583824		
Cre13.g568025		
Cre13.g592400	GMM:1.5.3	PS.carbon concentrating mechanism.algal
Cre13.g582112		
Cre13.g563600	GMM:29.5.11.1;GMM:29.5.11;GMM:29.2.1.2.2.40;GMM:29.2.1.2.1.27;GMM:29.1	protein.degradation.ubiquitin.ubiquitin;protein.degradation.ubiquitin;protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L40;protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S27;protein.aa activation
Cre13.g564000	GMM:26.13	misc.acid and other phosphatases
Cre13.g590550	GMM:33.99;GMM:20.2.3;GMM:18.4.8	development.unspecified;stress.abiotic.drought/salt;Co-factor and vitamine metabolism.pantothenate.pantetheine-phosphate adenylyltransferase  (PPAT)
Cre13.g585050		
Cre13.g579000		
Cre13.g563850	GMM:34.99	transport.misc
Cre13.g572850		
Cre13.g579350		
Cre13.g574041	GMM:34.18	transport.unspecified anions
Cre13.g590500	GMM:11.2.4	lipid metabolism.FA desaturation.omega 6 desaturase
Cre13.g575300	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre13.g601519	GMM:20.2.3	stress.abiotic.drought/salt
Cre13.g567150	GMM:33.99	development.unspecified
Cre13.g572550		
Cre13.g578050		
Cre13.g567050		
Cre13.g587376		
Cre13.g602350	GMM:13.1.6.5.4	amino acid metabolism.synthesis.aromatic aa.tryptophan.indole-3-glycerol phosphate synthase
Cre13.g586750		
Cre13.g606900		
Cre13.g567626		
Cre13.g581350		
Cre13.g573800	GMM:23.3.1.3	nucleotide metabolism.salvage.phosphoribosyltransferases.uracil phosphoribosyltransferase (UPP)
Cre13.g607250		
Cre13.g587150	GMM:27.3.54	RNA.regulation of transcription.histone acetyltransferases
Cre13.g575500		
Cre13.g585350	GMM:21.1	redox.thioredoxin
Cre13.g577201		
Cre13.g587500	GMM:16.1.4.2	secondary metabolism.isoprenoids.carotenoids.phytoene dehydrogenase
Cre13.g572000	GMM:19.3;GMM:19	tetrapyrrole synthesis.GSA;tetrapyrrole synthesis
Cre13.g607700		
Cre13.g579901	GMM:29.5.5	protein.degradation.serine protease
Cre13.g581000		
Cre13.g575550		
Cre13.g574150		
Cre13.g580450		
Cre13.g582100		
Cre13.g569300		
Cre13.g562000		
Cre13.g572900	GMM:29.5	protein.degradation
Cre13.g578051		
Cre13.g588405		
Cre13.g606000	GMM:29.2.4	protein.synthesis.elongation
Cre13.g585000		
Cre13.g570150	GMM:28.99;GMM:27.3.25	DNA.unspecified;RNA.regulation of transcription.MYB domain transcription factor family
Cre13.g562800		
Cre13.g566250		
Cre13.g591300		
Cre13.g583050	GMM:31.5.1;GMM:26.3	"cell.cell death.plants;misc.gluco-, galacto- and mannosidases"
Cre13.g570050	GMM:28.1.3.2.2;GMM:28.1.3.2.1;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H2B;DNA.synthesis/chromatin structure.histone.core.H2A;DNA.synthesis/chromatin structure.histone
Cre13.g574950		
Cre13.g591000		
Cre13.g588250		
Cre13.g565083		
Cre13.g564750		
Cre13.g606200		
Cre13.g566300	GMM:29.2.2.3.3	protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.methylotransferases
Cre13.g570900	GMM:29.4	protein.postranslational modification
Cre13.g605404		
Cre13.g608000		
Cre13.g581850	GMM:34.16	transport.ABC transporters and multidrug resistance systems
Cre13.g589400		
Cre13.g577650	GMM:27.3.99	RNA.regulation of transcription.unclassified
Cre13.g605200	GMM:29.5.7	protein.degradation.metalloprotease
Cre13.g563006		
Cre13.g592000	GMM:30.3;GMM:30.1;GMM:29.4.1;GMM:29.4	signalling.calcium;signalling.in sugar and nutrient physiology;protein.postranslational modification.kinase;protein.postranslational modification
Cre13.g564426		
Cre13.g568650	GMM:29.2.1.2.1.53	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S3A
Cre13.g589700	GMM:31.4;GMM:27.3.71	cell.vesicle transport;RNA.regulation of transcription.SNF7
Cre13.g573250	GMM:26.23	misc.rhodanese
Cre13.g568900	GMM:29.2.1.2.2.17	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L17
Cre13.g579017		
Cre13.g584050	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre13.g567100	GMM:21.2.1.5	"redox.ascorbate and glutathione.ascorbate.L-galactono-1,4-lactone dehydrogenase"
Cre13.g573900	GMM:34.14	transport.unspecified cations
Cre13.g606850	GMM:33.99;GMM:30.5;GMM:3.5	development.unspecified;signalling.G-proteins;minor CHO metabolism.others
Cre13.g605000	GMM:29.4	protein.postranslational modification
Cre13.g602450		
Cre13.g579150		
Cre13.g567327		
Cre13.g604550		
Cre13.g576900		
Cre13.g582671		
Cre13.g603750		
Cre13.g569750		
Cre13.g572050	GMM:33.30.1;GMM:33.3.1;GMM:31.3;GMM:3.4;GMM:29.4.1	development.multitarget.target of rapamycin;development.multitarget.target of rapamycin;cell.cycle;minor CHO metabolism.myo-inositol;protein.postranslational modification.kinase
Cre13.g568200		
Cre13.g564151		
Cre13.g566200	GMM:27.3.12	RNA.regulation of transcription.C3H zinc finger family
Cre13.g569050		
Cre13.g572800		
Cre13.g604200		
Cre13.g564050		
Cre13.g575850	GMM:30.11	signalling.light
Cre13.g575366		
Cre13.g590600	GMM:30.1.1	signalling.in sugar and nutrient physiology.misc
Cre13.g586350	GMM:28.2	DNA.repair
Cre13.g580800		
Cre13.g590150		
Cre13.g606350	GMM:33.99	development.unspecified
Cre13.g585750		
Cre13.g579250	GMM:3.3	minor CHO metabolism.sugar alcohols
Cre13.g582600		
Cre13.g580000		
Cre13.g591851		
Cre13.g570250	GMM:30.1;GMM:29.4.1;GMM:29.4	signalling.in sugar and nutrient physiology;protein.postranslational modification.kinase;protein.postranslational modification
Cre13.g573950	GMM:34.12	transport.metal
Cre13.g572272		
Cre13.g564450		
Cre13.g577026		
Cre13.g580900	GMM:29.4;GMM:29.2.2.3.99	protein.postranslational modification;protein.synthesis.ribosome biogenesis.pre-rRNA processing and modifications.misc
Cre13.g602850	GMM:27.4	RNA.RNA binding
Cre13.g566626		
Cre13.g565517		
Cre13.g572750	GMM:26.7	"misc.oxidases - copper, flavone etc"
Cre13.g571540		
Cre13.g607050	GMM:29.8;GMM:26.23;GMM:13.2.5.3	protein.assembly and cofactor ligation;misc.rhodanese;amino acid metabolism.degradation.serine-glycine-cysteine group.cysteine
Cre13.g566925		
Cre13.g567426		
Cre13.g591350		
Cre13.g579050	GMM:31.2	cell.division
Cre13.g588736		
Cre13.g562501		
Cre13.g565270		
Cre13.g586550	GMM:21.2	redox.ascorbate and glutathione
Cre13.g578100		
Cre13.g575200	GMM:29.4	protein.postranslational modification
Cre13.g577352		
Cre13.g602500		
Cre13.g589350	GMM:31.6.1.1	cell.motility.eukaryotes.basal bodies
Cre13.g569900		
Cre13.g583787		
Cre13.g603700	GMM:31.6.1.4.2.1;GMM:31.1.1.1.1;GMM:31.1	cell.motility.eukaryotes.axonemal dyneins.inner arm.monomeric species;cell.organisation.cytoskeleton.actin.Actin;cell.organisation
Cre13.g606974		
Cre13.g576000		
Cre13.g563400		
Cre13.g585500		
Cre13.g562031		
Cre13.g562300	GMM:28.1.3	DNA.synthesis/chromatin structure.histone
Cre13.g605650	GMM:16.4.2.1	secondary metabolism.N misc.betaine.betaine-aldehyde dehydrogenase
Cre13.g607800		
Cre13.g571850	GMM:31.2;GMM:29.5.11.4.4	cell.division;protein.degradation.ubiquitin.E3.APC
Cre13.g587950		
Cre13.g571560		
Cre13.g604050		
Cre13.g576550	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
Cre13.g591951		
Cre13.g562475	GMM:29.3.4.1	protein.targeting.secretory pathway.ER
Cre13.g564812		
Cre13.g591100	GMM:30.99;GMM:27.3.67	signalling.unspecified;RNA.regulation of transcription.putative transcription regulator
Cre13.g578400	GMM:27.3.99	RNA.regulation of transcription.unclassified
Cre13.g573400		
Cre13.g588201		
Cre13.g585800	GMM:29.5.1	protein.degradation.subtilases
Cre13.g603400	GMM:27.3.44	RNA.regulation of transcription.chromatin remodeling factors
Cre13.g578600		
Cre13.g584100	GMM:29.4	protein.postranslational modification
Cre13.g568672		
Cre13.g565400		
Cre13.g569450		
Cre13.g567950	GMM:2.1.2.1	major CHO metabolism.synthesis.starch.AGPase
Cre13.g585301	GMM:11.10.1	lipid metabolism.glycolipid synthesis.MGDG synthase
Cre13.g570650		
Cre13.g604501		
Cre13.g576433		
Cre13.g585950		
Cre13.g568400	GMM:29.5.7	protein.degradation.metalloprotease
Cre13.g578650	GMM:30.11	signalling.light
Cre13.g584650		
Cre13.g567250		
Cre13.g589750		
Cre13.g565200	GMM:30.6;GMM:29.4	signalling.MAP kinases;protein.postranslational modification
Cre13.g563650		
Cre13.g564900	GMM:34.16	transport.ABC transporters and multidrug resistance systems
Cre13.g574375		
Cre13.g591900		
Cre13.g592300	GMM:12.4	N-metabolism.misc
Cre13.g582650	GMM:29.4.1;GMM:29.4	protein.postranslational modification.kinase;protein.postranslational modification
Cre13.g605600		
Cre13.g577450	GMM:11.5.3	lipid metabolism.glycerol metabolism.FAD-dependent glycerol-3-phosphate dehydrogenase
Cre13.g591400	GMM:18.4.5;GMM:18.4.1	Co-factor and vitamine metabolism.pantothenate.pantothenate kinase (PANK);Co-factor and vitamine metabolism.pantothenate.branched-chain amino acid aminotransferase
Cre13.g573850		
Cre13.g578150	GMM:25	C1-metabolism
Cre13.g586450		
Cre13.g590626		
Cre13.g606300		
Cre13.g566900	GMM:31.3	cell.cycle
Cre13.g577400	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases
Cre13.g563350		
Cre13.g586400		
Cre13.g571600		
Cre13.g582150		
Cre13.g564100	GMM:29.4	protein.postranslational modification
Cre13.g591200	GMM:28.1.3.2.2;GMM:28.1.3.2.1;GMM:28.1.3	DNA.synthesis/chromatin structure.histone.core.H2B;DNA.synthesis/chromatin structure.histone.core.H2A;DNA.synthesis/chromatin structure.histone
Cre13.g566150	GMM:27.1	RNA.processing
Cre13.g583898		
Cre13.g571100		
Cre13.g605050		
Cre13.g568176		
Cre13.g606700		
Cre13.g562526		
Cre13.g571150	GMM:9.1.1	mitochondrial electron transport / ATP synthesis.NADH-DH (type I).complex I
Cre13.g591073		
Cre13.g588700		
Cre13.g579650	GMM:29.4	protein.postranslational modification
Cre13.g607350	GMM:8.3	TCA / organic transformation.carbonic anhydrases
Cre13.g587100		
Cre13.g566650	GMM:11.1.9	lipid metabolism.FA synthesis and FA elongation.long chain fatty acid CoA ligase
Cre13.g603500		
Cre13.g579450		
Cre13.g597676		
Cre13.g583217		
Cre13.g602750	GMM:27.3.3;GMM:17.5.2	"RNA.regulation of transcription.AP2/EREBP, APETALA2/ethylene-responsive element binding protein family;hormone metabolism.ethylene.signal transduction"
Cre13.g587650		
Cre13.g571876		
Cre13.g573550	GMM:31.1	cell.organisation
Cre13.g563150		
Cre13.g565650	GMM:16.1.5;GMM:16.1.2.8;GMM:16.1.1.10	secondary metabolism.isoprenoids.terpenoids;secondary metabolism.isoprenoids.mevalonate pathway.geranyl diphosphate synthase;secondary metabolism.isoprenoids.non-mevalonate pathway.geranylgeranyl pyrophosphate synthase
Cre13.g565450	GMM:23.1.2.8	nucleotide metabolism.synthesis.purine.SAICAR lyase
Cre13.g565550	GMM:27.2	RNA.transcription
Cre13.g586500	GMM:31.1	cell.organisation
Cre13.g573500		
Cre13.g605300		
Cre13.g569500	GMM:13.2.5.3	amino acid metabolism.degradation.serine-glycine-cysteine group.cysteine
Cre13.g568550	GMM:29.4;GMM:29.2.2	protein.postranslational modification;protein.synthesis.ribosome biogenesis
Cre13.g579976		
Cre13.g589426		
Cre13.g574050		
Cre13.g583200		
Cre13.g604150	GMM:34.16	transport.ABC transporters and multidrug resistance systems
Cre13.g562250	GMM:31.6.1.10	cell.motility.eukaryotes.flagellar associated proteins
Cre13.g577550	GMM:27.3.99	RNA.regulation of transcription.unclassified
Cre13.g579076		
Cre13.g605500		
Cre13.g569400	GMM:13.2.5.3	amino acid metabolism.degradation.serine-glycine-cysteine group.cysteine
Cre13.g568000		
Cre13.g567650	GMM:29.5.5;GMM:29.5	protein.degradation.serine protease;protein.degradation
Cre13.g583861		
Cre13.g575400		
Cre13.g582800		
Cre13.g565150		
Cre13.g574300	GMM:29.4	protein.postranslational modification
Cre13.g585450		
Cre13.g575900		
Cre13.g567363	GMM:30.4.1	signalling.phosphinositides.phosphatidylinositol-4-phosphate 5-kinase
Cre13.g564800	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre13.g588026		
Cre13.g603650		
Cre13.g587800		
Cre13.g607850	GMM:27.1.1	RNA.processing.splicing
Cre13.g572250		
Cre13.g607000	GMM:29.5.7	protein.degradation.metalloprotease
Cre13.g584350		
Cre13.g592500	GMM:18.3	Co-factor and vitamine metabolism.riboflavin
Cre13.g577050	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases
Cre13.g573450	GMM:27.1.3.2;GMM:27.1	RNA.processing.3' end processing.CPSF160;RNA.processing
Cre13.g604905		
Cre13.g573351	GMM:29.2.1.2.1.16	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S16
Cre13.g583450		
Cre13.g574000	GMM:34.18	transport.unspecified anions
Cre13.g576850		
Cre13.g587850		
Cre13.g578451	GMM:29.1.4;GMM:29.1	protein.aa activation.leucine-tRNA ligase;protein.aa activation
Cre13.g571750		
Cre13.g585250	GMM:34.15	transport.potassium
Cre13.g575776		
Cre13.g603350	GMM:23.1.2	nucleotide metabolism.synthesis.purine
Cre13.g567200	GMM:30.6;GMM:29.4	signalling.MAP kinases;protein.postranslational modification
Cre13.g563250		
Cre13.g582734		
Cre13.g574700		
Cre13.g576700		
Cre13.g578676		
Cre13.g607900		
Cre13.g572350	GMM:29.6.2.1	protein.folding.chaperones and co-chaperones.small HSPs
Cre13.g586600		
Cre13.g575150		
Cre13.g580500		
Cre13.g573700		
Cre13.g586050	GMM:33.99	development.unspecified
Cre13.g573100		
Cre13.g585100		
Cre13.g589450	GMM:31.6.1.1;GMM:20.1.7.6.1	cell.motility.eukaryotes.basal bodies;stress.biotic.PR-proteins.PR6 (proteinase inhibitors).trypsin inhibitor
Cre13.g606101	GMM:33.99	development.unspecified
Cre13.g570550	GMM:23.2	nucleotide metabolism.degradation
Cre13.g604750	GMM:29.5.11.4.2	protein.degradation.ubiquitin.E3.RING
Cre13.g576650	GMM:13.1.7.2	amino acid metabolism.synthesis.histidine.phosphoribosyl-ATP pyrophosphatase
Cre13.g603550		
Cre13.g567400	GMM:30.1.1	signalling.in sugar and nutrient physiology.misc
Cre13.g566100		
Cre13.g584700		
Cre13.g569600		
Cre13.g585850	GMM:26.2	misc.UDP glucosyl and glucoronyl transferases
Cre13.g590650		
Cre13.g577300	GMM:24	biodegradation of xenobiotics
Cre13.g592200	GMM:12.2.1.2;GMM:12.2.1	N-metabolism.ammonia metabolism.glutamate synthase.NADH dependent;N-metabolism.ammonia metabolism.glutamate synthase
Cre13.g576250		
Cre13.g579598	GMM:2.1.2.2	major CHO metabolism.synthesis.starch.starch synthase
Cre13.g561800		
Cre13.g588650		
Cre13.g581650	GMM:29.2.1.1.1.2.12	protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L12
Cre13.g563450		
Cre13.g585651		
Cre13.g571927		
Cre13.g591250		
Cre13.g587050	GMM:29.2.5	protein.synthesis.release
Cre13.g580200		
Cre13.g562200		
Cre13.g571580		
Cre13.g563926		
Cre13.g587750		
Cre13.g569200	GMM:29.3.4.99;GMM:29.3	protein.targeting.secretory pathway.unspecified;protein.targeting
Cre13.g567500		
Cre13.g591450		
Cre13.g588000		
Cre13.g602400	GMM:31.1	cell.organisation
Cre13.g607400		
Cre13.g579100	GMM:29.5.11.4.4	protein.degradation.ubiquitin.E3.APC
Cre13.g568150		
Cre13.g605100	GMM:30.1.1	signalling.in sugar and nutrient physiology.misc
Cre13.g564200		
Cre13.g575701		
Cre13.g573000	GMM:31.2;GMM:27.3.69;GMM:27.3.18	cell.division;RNA.regulation of transcription.SET-domain transcriptional regulator family;RNA.regulation of transcription.E2F/DP transcription factor family
Cre13.g565250		
Cre13.g606550		
Cre13.g574350	GMM:29.4	protein.postranslational modification
